Category Title,Product Name,Link,Recipe Info,Image URL,Ingredients,Energy_kj,Energy_kcal,Energy_percent,Fat,Fat_percent,Saturates,Saturates_percent,Sugars,Sugars_percent,Salt,Salt_percent,Carbs,Protein,Fibre,Serves,Time,Calories,Freezable,Gluten-free,Dairy-free,Instructions,Additional Notes
Poppy O'Toole recipes,Butternut squash and Cheddar no-sausage rolls recipe,https://realfood.tesco.com/recipes/butternut-squash-and-cheddar-no-sausage-rolls.html,These lighter veggie rolls have a spiced butternut squash and cheese filling encased in super-easy ready rolled puff pastry. Perfect for a picnic or as a tasty lunchbox addition. See method,https://realfood.tesco.com/media/images/1400x919-Butternut-and-cheddar-rolls-04a55475-49b8-4442-ab3d-41c606c8571b-0-1400x919.jpg,"½ butternut squash, peeled, deseeded and cut into even chunks; drizzle of olive oil; 75g grated Cheddar; 1 tsp ground cumin; 1 tsp ground coriander; 1 tsp smoked paprika; 1 320g package reduced-fat ready rolled puff pastry; flour, for dusting; 1 egg, beaten",Energy,515kj,6%,Fat,7g,Saturates,3g,Sugars,3g,Salt,0.3g,11.1g,3.8g,2.1g,,1 hr 45 mins,123.0,No,No,No,"Preheat the oven to gas 6, 200°C, fan 180°C.; Add the butternut squash chunks to a roasting tin, season with salt and pepper, then drizzle with the oil and turn to coat. Cover with foil and bake for 45 mins-1 hr or until soft.; Tip the squash into a sieve over a bowl to drain off the liquid and discard the liquid. Add to a clean bowl with the cheese and spices. Season well. Use a fork to gently mash the butternut squash, cheese and spices together but leave some chunks for texture.; Allow the butternut squash mixture to cool completely before you start making your rolls.; Increase the oven temperature to gas 7, 220°C, fan 200°C and line a baking tray with baking paper.; Unroll the puff pastry onto a floured work surface and cut in half lengthways. Divide the butternut squash filling in half and arrange down the middle of each pastry half. Brush the edges with egg and fold over the pastry. Seal with a fork, then brush with more beaten egg and sprinkle over the remaining spices and a little cheddar.; Cut each of your long sausage rolls into 3 (or 6 if you’re making smaller ones) and arrange on the prepared baking tray. You should end up with 6 large or 12 small total. Bake for 15-20 mins until puffed up, golden and the pastry is cooked through.",LOW IN SUGAR AND A SOURCE OF PROTEIN
Raspberry recipes and dishes,Raspberry and nectarine smoothie bowl recipe,https://realfood.tesco.com/recipes/raspberry-and-nectarine-smoothie-bowl.html,"Enjoy this super quick, fruity smoothie bowl for breakfast. Blitz together fresh berries, juicy nectarine and granola before topping with yoghurt and more fruit for a bright breakfast ready in five minutes. See method",https://realfood.tesco.com/media/images/RFO-1400x919-GranolaSmoothieBowl-dfdcbba8-11c5-4e50-a89f-fce63a476878-0-1400x919.jpg,"1 small banana, peeled; 180g raspberries; 1 nectarine, diced; 2 handfuls granola; ½ lime, juiced; handful ice cubes; 1 tbsp low-fat natural yogurt; ½ sliced nectarine; handful berries",Energy,905kj,11%,Fat,4g,Saturates,1g,Sugars,32g,Salt,0g,40.5g,6g,4.8g,2,5 mins,212.0,No,No,No,"In a blender, blitz the banana, raspberries, diced nectarine, half the granola, the lime juice and ice cubes, until smooth.; Divide between bowls and top with the yogurt, remaining granola, sliced nectarine and berries.","IF YOU DON'T HAVE ANY LIMES, TRY A LEMON INSTEAD"
Raspberry recipes and dishes,Raspberry cardamom buns recipe,https://realfood.tesco.com/recipes/raspberry-cardamom-buns.html,"A delectable twist on the classic cinnamon bun that's a fitting special bake for Easter, these raspberry and cardamom buns are sweet and fragrant. This is a great baking project for an afternoon, and the effort is totally worth it. Finish with a drizzle of honey-laced cream cheese icing and chopped pistachios, and prepare to impress! See method",https://realfood.tesco.com/media/images/1400x919-Raspberry-cardamon-buns-06208f41-88ae-4009-b758-f57d4a208d5e-0-1400x919.jpg,"175g whole milk; 40g butter; 7g sachet fast-action dried yeast; 375g strong white bread flour, plus extra for dusting; 4 cardamom pods, seeds removed and crushed, pods discarded; 4 tbsp caster sugar; ½ tsp fine salt; 2 large eggs, 1 beaten, 1 separated; vegetable oil, for greasing; 175g raspberry jam; 1½ tbsp honey or golden syrup; 100g 50% less fat soft cheese; 35g icing sugar; 6 cardamom pods, seeds removed and crushed; 35g pistachios, finely chopped",Energy,1730kj,21%,Fat,12g,Saturates,5g,Sugars,25g,Salt,0.5g,63.7g,11.5g,2.4g,8,"1 hr plus proving, chilling and cooling",411.0,Yes,No,No,"Heat the milk and butter in a saucepan over a low heat, stirring occasionally, until lukewarm and combined. Pour into a mixing bowl, stir in the yeast.; Add the flour, crushed cardamom seeds, sugar, salt, beaten egg and egg yolk, then mix at a low speed using the dough hook attachment of an electric whisk or mixer (see tip) until everything comes together. Increase the speed to low-medium and whisk for another 5 mins or until smooth but still quite sticky, scraping down the sides of the bowl halfway through.; Shape the dough into a ball, transfer to a clean, greased bowl and cover with oiled clingfilm. Leave in a warm place for about 1½ hrs or until doubled in size.; Transfer the dough to a sheet of lightly floured baking paper. Use your hands to gently press out any air bubbles and shape into a rough rectangle, then roll out (still on the paper) to 35 x 45cm. With a short side facing you, spread the jam onto the upper two-thirds of the dough, leaving the bottom third plain.; Using the paper to help, fold the plain dough over half the jammy dough, then lift the top third up and over the rest, so the filling is enclosed and you have three layers of dough. Gently roll out the dough again to 20 x 35cm, then slide onto a baking sheet and transfer to the fridge for 15 mins. Line a second baking sheet with baking paper.; With a short side facing you, use a pizza cutter to cut the dough into 8 long, thin, even, vertical strips. Roll each strip into a tight pinwheel, tucking the end underneath, then transfer to the prepared baking sheet, well-spaced apart. Loosely cover with oiled clingfilm, then leave in a warm place for 45 mins-1 hr until risen and puff y. Preheat the oven to gas 4, 180°C, fan 160°C.; Brush the buns with the egg white and bake for 17-20 mins until golden brown. Cool on the trays for 5 mins, then transfer to a wire rack.; When ready to serve, warm the honey in the microwave for 20 secs, then brush all over the buns. Mix together the soft cheese, icing sugar, crushed cardamom seeds and a few drops of water in a small bowl to make a drizzling consistency, then drizzle over the buns with a teaspoon. Scatter with the pistachios to serve.",SOURCE OF VITAMIN B12
Raspberry recipes and dishes,Butterfly cakes recipe,https://realfood.tesco.com/recipes/butterfly-cakes.html,,https://realfood.tesco.com/media/images/1400x919-TRF-BUTTERFLY-CAKES-EVERGREEN-e1719862-8c92-4781-bd4c-8797983d2cc5-0-1400x919.jpg,150g butter; 150g caster sugar; 3 eggs; 150g self-raising flour; ½ tsp baking powder; 4 tbsp raspberry jam; 125g raspberries,Energy,945kj,11%,Fat,12g,Saturates,3g,Sugars,16g,Salt,0.5g,25.3g,2.2g,0.9g,12,45 mins,226.0,No,No,No,"Heat the oven to gas 4, 180°C, fan 160°C. Line a cupcake tray with papers.; Cream together the margarine or butter and sugar until light and fluffy. Add the eggs and again beat the mixture. Fold in the flour and baking powder and then spoon into the paper cases.; Place in the oven and bake for 15-20 minutes until lightly golden and set. Remove and cool on a baking wire. When cool, using a small knife, cut out a circle at the top of each cake and cut these in half.; Fill each cupcake with a little spoonful of jam, carefully press the straight sides of the cut pieces into the jam, then top each with a raspberry and dust lightly with some icing sugar.",NO SELF-RAISING FLOUR? ADD 2 TSP BAKING POWDER FOR EVERY 150G PLAIN FLOUR
Raspberry recipes and dishes,Cranachan flapjacks recipe,https://realfood.tesco.com/recipes/cranachan-flapjacks.html,"Celebrate Burns Night with flapjacks inspired by a classic Scottish dessert. Made with frozen raspberries and a dash of whisky, you won't be able to get enough of this bake. See method",https://realfood.tesco.com/media/images/1400x919-Cranachan-flapjacks-afac30ee-a005-4ef1-b8c4-301bd54bfb02-0-1400x919.jpg,150g salted butter; 75g clear honey; 75g soft light brown sugar; 250g Scottish oats; 100g frozen raspberries; 75g raspberry jam; 50g icing sugar; 2 tsp whisky,Energy,1115kj,13%,Fat,13g,Saturates,7g,Sugars,22g,Salt,0.3g,34.9g,2.4g,2.1g,,40 mins,266.0,Yes,No,No,"Preheat the oven to gas 4, 180°C, fan 160°C. Grease and line the base of a 20cm square tin with baking paper.; Heat 150g salted butter, 75g clear honey and 75g soft light brown sugar in a medium saucepan over a low heat, stirring to combine, until the butter is fully melted. Remove from the heat and stir in 250g Scottish oats and 100g frozen raspberries.; Scrape into the prepared tin, smooth the top, then make about 24 small indents across the flapjack. Dot 75g raspberry jam into the indents, then bake for 20-25 mins until golden brown. Leave to cool completely in the tin before cutting into 12 pieces.; Put 50g icing sugar in a bowl and stir in 2 tsp whisky (or water) to make a thick, pourable icing, then drizzle over the flapjacks. Will keep for up to 2 weeks in an airtight container.",
Raspberry recipes and dishes,Pear and raspberry frangipane crumble recipe,https://realfood.tesco.com/recipes/pear-and-raspberry-frangipane-crumble.html,"The classic crumble gets a makeover with this almond-infused, marzipany recipe. Serve with a hefty dollop of ice cream for a hot-and-cold delight! See method",https://realfood.tesco.com/media/images/1400x919-PearRaspberryFrangipane-b1ccd153-601b-4aa2-b15c-1f5942ceffb4-0-1400x919.jpg,"125g salted butter, chilled and diced; 1.2kg (about 8 large) ripe Conference pears, peeled, cored and chopped into roughly 3cm pieces; 145g soft light brown sugar; 225g raspberries (fresh or frozen); 200g self-raising flour; 60g jumbo rolled oats; 150g golden marzipan, diced; ice cream, to serve (optional)",Energy,2015kj,24%,Fat,17g,Saturates,9g,Sugars,50g,Salt,0.5g,73.5g,5.2g,7.2g,8,1 hr 20 mins plus resting,481.0,Yes,No,No,"Preheat the oven to gas 6, 200°C, fan 180°C. Toss 15g of the butter with the pears and 25g sugar in a 20 x 30cm baking dish. Cover with foil and bake for 30 mins until the pears are soft. Remove from the oven and gently stir in the raspberries.; Meanwhile, make the crumble topping. Rub the remaining 110g butter into the flour in a large mixing bowl until it resembles coarse sand. Stir in the remaining sugar, the oats and marzipan. Scatter thickly over the fruit, then bake in the centre of the oven for 35-40 mins until golden and bubbling at the edges. Leave to rest for 10 mins before serving with ice cream, if you like.","IF YOU DON'T HAVE ANY PEARS, TRY USING APPLES"
Raspberry recipes and dishes,Dairy-free raspberry and almond cake recipe,https://realfood.tesco.com/recipes/dairy-free-raspberry-and-almond-cake.html,,https://realfood.tesco.com/media/images/RaspberryAndAlmondCake-He-192c9730-fbed-44af-ba5e-29cb1d3f439c-0-472x310.jpg,"250g gluten free self-raising flour, plus extra for dusting; 150g toasted flaked almonds; 200g soya spread, cold, cut into pieces; 250g granulated sugar; 2 free range medium eggs; 2 tsp almond extract; 200g frozen raspberries; 1 tbsp Demerara sugar",Energy,1125kj,13%,Fat,15g,Saturates,3g,Sugars,18g,Salt,0.1g,32.3g,3.9g,2.1g,16 slices,1 hr 30 mins,269.0,No,Yes,Yes,"Preheat the oven to 180°C/fan160°C/gas 4. Butter and lightly flour (tip out the excess) an oblong cake tin (20cm x 30 x 3cm). Tip the flour, half the almonds, soya spread and sugar into a food processor and whizz until the mixture resembles breadcrumbs. Remove 100g of the mix, stir in the remaining flaked almonds and put to one side. Add the eggs and almond extract to the remaining mixture in the food processor and blend together.; Spread this mixture over the base of the tin, then scatter the raspberries over the top. Sprinkle with the reserved almond mixture, scatter with demerara sugar and bake for 45 minutes or until firm to touch. Cool in the tin and cut into slices or squares. They will keep for up to 2 days in the fridge.",NO SELF-RAISING FLOUR? ADD 2 TSP BAKING POWDER FOR EVERY 150G PLAIN FLOUR
Raspberry recipes and dishes,Fresh berry cake recipe,https://realfood.tesco.com/recipes/fresh-berry-cake.html,,https://realfood.tesco.com/media/images/Fresh%20berry%20cake-HERO-96552ced-4bcb-49f7-8af5-62cc422193d6-0-472x310.jpg,"100g plain flour; 200g ground almonds; 300g unsalted butter, softened, plus extra for greasing; 300g caster sugar; 1½ tsp baking powder; 6 large eggs; 250g unsalted butter, unsoftened; 125g icing sugar; splash vanilla extract; 8-12 strawberries, hulled; ½ jar strawberry jam; ½ jar blueberry, blackberry or blackcurrant jam; 150g blueberries; strawberries, raspberries and blueberries, to decorate; icing sugar, for dusting",Energy,2860kj,34%,Fat,45g,Saturates,21g,Sugars,61g,Salt,0.3g,67.5g,7.9g,2.5g,14,"45mins to prepare and 30mins to cook, plus cooling",686.0,No,No,No,"Preheat the oven to gas 4, 180°C, fan 160°C. Butter and line the bases of 3x20cm (8in) round sandwich tins with nonstick baking paper.
WATCH: How to line a round cake tin; Add the plain flour to the ground almonds, then beat two thirds of this mixture, and two thirds of the other cake ingredients, together in a large bowl until you have a smooth batter. Divide equally between two cake tins and level the top of each.; Put in the oven and bake for 30 minutes, or until a skewer comes out clean and the sponge is golden. Make up the remaining mixture and cook it as soon as the others are out. Once the sponges have cooled for a few minutes tip onto a cooling rack and leave until completely cold. Meanwhile, make the buttercream by beating the ingredients together.
WATCH: What should a clean skewer look like?; Once the sponges are cold, put one on the base of your presentation plate and spread with a little buttercream, followed by the strawberry jam. Slice the strawberries and arrange them on top. Add another layer of sponge, then spread on more buttercream and the next flavour of jam followed by the blueberries. Add the final layer of sponge, then top with the remaining buttercream, smoothing it out or making it wavy.; Top with more berries, but don't overdo it or it will be hard to cut! Dust with icing sugar to serve. This rich cake is quite a treat, so you'll only need a thin slice!",
Raspberry recipes and dishes,Raspberry and rose water jellies recipe,https://realfood.tesco.com/recipes/raspberry-and-rose-water-jellies.html,,https://realfood.tesco.com/media/images/RFO-Hero-636x418-Jellies-97d2540c-15fa-4ba8-b35d-13421fe541ec-0-636x418.jpg,"7 gelatine leaves; 500g (1lb) raspberries; 150g caster sugar; ½ lemon, juiced; 1 tsp rose water; handful small mint leaves, to decorate; whipped cream, to serve (optional)",Energy,565kj,7%,Fat,0g,Saturates,0g,Sugars,30g,Salt,0g,30.2g,4.2g,0g,6,"5 mins to prepare and 10 mins to cook, plus chilling",132.0,No,Yes,No,"Put the gelatine in a bowl of cold water and set aside to soak. Meanwhile, put 400g (13oz) raspberries and the sugar in a pan. Add 300ml (1/2pt) water and warm over a low heat for 5-10 minutes, stirring occasionally, until the sugar has dissolved and the fruit has broken down. Remove from the heat.; Push the fruit and liquid through a fine sieve into a measuring jug, then top up with warm water from the kettle to 600ml (1pt). Add the lemon juice and rose-water.; Squeeze out the water from the gelatine and whisk into the jelly mixture until dissolved. Divide the liquid and remaining raspberries (reserving 6 to decorate) among 6 jelly moulds. Chill for 4-6 hours, until set.; Turn out the jellies onto serving plates. Garnish with the mint and reserved berries. Serve with whipped cream, if you like.",
Raspberry recipes and dishes,Malted hot chocolate and raspberry mug cake recipe,https://realfood.tesco.com/recipes/malted-hot-chocolate-and-raspberry-mug-cake.html,,https://realfood.tesco.com/media/images/Mug-cakes-LGH-8b4ec76a-701e-4f3c-a17a-487716efd806-0-1400x919.jpg,4 tbsp self-raising flour; 4 tbsp golden caster sugar; 1 tbsp cocoa powder; 1 tbsp malted milk powder (such as Horlicks); 1 large egg; 3 tbsp milk; 3 tbsp sunflower oil; 6-8 raspberries; 10-12 chocolate chips,Energy,4360kj,52%,Fat,53g,Saturates,14g,Sugars,77g,Salt,1.3g,127.8g,20.7g,9.8g,1,5 mins to prepare and 5 mins to cook,1038.0,No,No,No,"In a large, microwave-proof mug, combine the flour, sugar, cocoa powder and malted milk powder and mix well. Add in the egg until the mixture is smooth and thick. Gradually stir in the milk and oil, then add in 6-8 raspberries and the chocolate chips. Mix well and microwave on high for 4-5 minutes until you have a firm mug cake.",NO SELF-RAISING FLOUR? ADD 2 TSP BAKING POWDER FOR EVERY 150G PLAIN FLOUR
Raspberry recipes and dishes,Peanut butter and raspberry porridge recipe,https://realfood.tesco.com/recipes/peanut-butter-and-raspberry-porridge.html,Channel the flavours of an all-American PB&J sandwich into this 10 minute porridge recipe. Swirl creamy porridge with crunchy peanut butter and juicy frozen raspberries for a healthy breakfast idea that feels like a treat. See method,https://realfood.tesco.com/media/images/pbj-porridge-1400x919-2-cef3f028-b785-4f63-8863-e90ca13e69a7-0-1400x919.jpg,1 oats sachet; 180ml semi-skimmed milk; 1 tbsp crunchy peanut butter; 50g frozen raspberries; ½ tbsp chia seeds,Energy,1380kj,17%,Fat,16g,Saturates,4g,Sugars,12g,Salt,0.5g,31.6g,14.8g,10g,1,5 mins to prepare and 5 mins to cook,330.0,No,No,No,"Make the oats to pack instructions. Spoon into a bowl.; Top the porridge with the peanut butter and raspberries, then lightly swirl with a dessert spoon, allowing the raspberries soften in the warm porridge.; Sprinkle with the chia seeds to serve.",
Raspberry recipes and dishes,"Raspberry, apple and elderflower spritz recipe",https://realfood.tesco.com/recipes/raspberry-apple-and-elderflower-spritz.html,"If you fancy a booze-free night, look no further than this fruity taste sensation – a classy drink that is perfect for cooling off on a hot evening. Muddled raspberries release their natural sugars and juices, when paired with apple and elderflower sparkling water this results in a light and fruity mocktail that any bartender would be proud of. See method",https://realfood.tesco.com/media/images/1400x919-Raspberry-apple-and-elderflower-spritz-0837ff39-fcfb-423c-bbef-b26f4dfac83a-0-1400x919.jpg,"1 tbsp lemon juice; 8 raspberries, plus extra for garnishing; ice cubes; 200ml apple and elderflower sparkling water; mint sprig, to garnish",Energy,60kj,1%,Fat,0g,Saturates,0g,Sugars,2g,Salt,0g,2.5g,0.6g,0.8g,1,10 mins to prepare,14.0,No,Yes,Yes,"Muddle 1 tbsp lemon juice with 8 raspberries in the bottom of a tall glass. Half-fill the glass with ice, top up with 200ml apple and elderflower sparkling water and stir well. Garnish with raspberries and mint sprigs.",
Raspberry recipes and dishes,Pear and raspberry baked oats recipe,https://realfood.tesco.com/recipes/pear-and-raspberry-baked-oats.html,"Here's a hearty, healthy breakfast to get you out of bed on dark mornings! This tangy baked oats dish provides 1 of your 5-a-day and the oats are a useful source of protein. The result isn't just nutritious though, it's totally delicious and reminiscent of a fruity crumble. Tuck in! See method",https://realfood.tesco.com/media/images/1400x919-Pear--raspberry-baked-oats-e9827394-3a90-4e85-b9d6-44fd95445468-0-1400x919.jpg,"125g rolled porridge oats; 1 tsp baking powder; 125ml milk; 1 conference pear, grated; 2 eggs, lightly beaten; 100g frozen raspberries; 1 tbsp clear honey, plus extra (optional)",Energy,910kj,11%,Fat,6g,Saturates,2g,Sugars,12g,Salt,0.5g,30.4g,8.8g,4.5g,4,35 mins,217.0,Yes,No,No,"Preheat the oven to gas 6, 200°C, fan 180°C. Mix the oats with the baking powder and pour over the milk. Stir in the grated pear, eggs, raspberries and honey, then spoon into ramekins or ovenproof dishes.; Bake for 25-30 mins until golden and springy to the touch. Drizzle with a little honey to serve, if you like.",SOURCE OF PROTEIN WHICH SUPPORTS THE MAINTENANCE OF NORMAL BONES
Raspberry recipes and dishes,Lemon and raspberry loaf with raspberry icing recipe,https://realfood.tesco.com/recipes/lemon-and-raspberry-loaf-with-raspberry-icing.html,"A drizzle cake with a tasty berry twist! By adding juicy raspberries to the cake mix and topping with a sharp raspberry drizzle after baking this cake is given a summery, colourful kick. Kids will enjoy helping to make this fruity bake and will love the bright pink of the raspberry drizzle icing. See method",https://realfood.tesco.com/media/images/73-LEMON-RASPBERRY-LOAF-LGHv2-5702324a-c978-4692-a785-76210e8d8b09-0-1400x919.jpg,"125g lightly salted butter, softened, plus 1 tsp extra to grease the tin; 150g (5oz) fresh raspberries, plus extra to decorate; 150g self-raising flour; 150g (5oz) caster sugar; 2 eggs, lightly beaten; ½ tsp baking powder; 3 tbsp whole milk; 2 small lemons, finely grated zest of both and juice of 1; 90g (3 1/2oz) icing sugar",Energy,1135kj,14%,Fat,12g,Saturates,7g,Sugars,26g,Salt,0.2g,39.7g,3.3g,0.5g,10,20 mins to prepare and 45 mins to cook,270.0,Yes,No,No,"Preheat the oven to gas 4, 180°C, fan 160°C. Use a teaspoon of butter to lightly grease a 900g (2lb) loaf tin then line with non-stick baking parchment. Toss 100g (3 1/2oz) raspberries with 1 tablespoon flour in a separate bowl.; In a bowl, beat the caster sugar and remaining 125g (4oz) butter together until very pale and fluffy. Beat in the eggs, a little at a time, then sieve in the remaining flour and baking powder, mixing well to combine - the kids will love helping with this. Stir in the milk and finely grated lemon zest, followed by the floured raspberries that will crush slightly as they are mixed.; Transfer to the loaf tin and bake for 45 minutes until well risen and golden. A skewer inserted into the centre should come out clean. Mash the remaining 50g (2oz) raspberries with the lemon juice and icing sugar in a bowl.; Prick the hot cake all over with a skewer. Allow to cool in the tin for 10 minutes. Combine the remaining 50g (2oz) raspberries with the icing sugar and lemon juice, mashing with the back of a spoon. Push the icing through a sieve, again, mashing with the back of the spoon to push all the berry pulp through, leaving the seeds behind. The icing will be thin and very bright in colour.; Spoon the raspberry icing over the warm cake. Much of it will be absorbed. Leave the cake to cool completely in the tin before turning out. Decorate with more fresh raspberries on top then cut into slices to serve.",NO SELF-RAISING FLOUR? ADD 2 TSP BAKING POWDER FOR EVERY 150G PLAIN FLOUR
Raspberry recipes and dishes,Sponge pudding with summer fruit recipe,https://realfood.tesco.com/recipes/sponge-pudding-with-summer-fruit.html,"Rustle up this quick and easy dessert for any occasion. With a light and fluffy sponge, filled with juicy berries - everyone will be coming back for more! Its best served with cream or warm custard. See method",https://realfood.tesco.com/media/images/073906-HERO-2c564e59-96b1-479e-9611-113fda40566d-0-472x310.jpg,"100g blueberries; 100g redcurrants, reserve some for the garnish; 100g raspberries; 50g icing sugar; 110g caster sugar; 110g self-raising flour; 110g unsalted butter, softened; 2 eggs; 1 tsp vanilla extract",Energy,2255kj,27%,Fat,27g,Saturates,15g,Sugars,47g,Salt,0.4g,72.1g,7g,4.3g,4,15 mins to prepare and 30 mins to cook,537.0,No,No,No,"Preheat the oven to Gas Mark 4, 180°C, fan 160°C. Grease and line a 30cm x 10cm x 5cm cake tin with nonstick baking paper. Place the blueberries, raspberries and most of the redcurrants (saving some for the garnish) in a saucepan and spoon the icing sugar on top.; Add a little water, cover the saucepan and bring to a simmer for 2 minutes. Remove from the heat and allow to cool, then mash lightly using a potato masher. Drain away most of the accumulated juice and spoon the fruit into the base of the cake tin.; Prepare the sponge by whisking together all the ingredients for it in a large mixing bowl until smooth using an electric hand-held whisk. Spoon on top and level the surface using a palette knife. Bake for 12-15 minutes until risen and golden on top.; Remove and allow to cool a little before inverting onto a plate and then back onto a serving tray. Garnish with the redcurrants before serving slices of the pudding.",NO SELF-RAISING FLOUR? ADD 2 TSP BAKING POWDER FOR EVERY 150G PLAIN FLOUR
Raspberry recipes and dishes,Apricot and raspberry clafoutis recipe,https://realfood.tesco.com/recipes/apricot-and-raspberry-clafoutis.html,"This gorgeous French dessert is traditionally made with cherries, but gets a seasonal twist with sweet apricots and raspberries in our clafoutis recipe. The fruit is cooked in a light batter which becomes puffed and golden in the oven – serve warm with ice cream. See method",https://realfood.tesco.com/media/images/RFO-1400x919-Apricot-and-rasperry-clafoutis-b3b0edbc-2776-4f02-90ba-66729592a4a9-0-1400x919.jpg,"50g butter, plus extra for greasing; 375g apricots (about 11 fruits), halved and stoned; 100g caster sugar, plus 1 tsp; 3 large eggs; 100g plain flour, sifted; 150g raspberries; icing sugar, for dusting (optional); vanilla ice cream or whipped cream, to serve (optional)",Energy,1155kj,14%,Fat,12g,Saturates,6g,Sugars,24g,Salt,0.1g,36.7g,6.8g,2.8g,6,15 mins to prepare and 35 mins to cook,274.0,No,No,No,"Preheat the oven to gas 6, 200°C, fan 180°C. Grease a 24cm quiche dish (not loose bottomed) or round baking dish.; Melt half the butter in a frying pan over a low-medium heat. Add the apricots and sprinkle over 1 tsp caster sugar. Cook for 2-3 mins, stirring occasionally, until softened slightly and beginning to turn golden. Set aside to cool slightly.; Melt the remaining butter in a microwave or small saucepan. In a large bowl, whisk the eggs with the 100g caster sugar until light and frothy. Fold in the flour with a metal spoon, then gently stir through the melted butter. Scatter approximately half of the apricots and all of the raspberries over the base of the baking dish. Evenly pour the batter over the fruit, then add the remaining apricots, cut-side up, pressing into the batter at various angles.; Bake for 30 mins until golden, set and puffed up. Serve warm with a dusting of icing sugar, if using, and vanilla ice cream or whipped cream,if you like.",
Raspberry recipes and dishes,Chocolate and raspberry roulade recipe,https://realfood.tesco.com/recipes/chocolate-and-raspberry-roulade.html,Chocolate and raspberries are a winning combination. Pops of sweetly tart berries are perfect for cutting through the richness of the chocolate in this delicious roulade. See method,https://realfood.tesco.com/media/images/Chocolate-and-raspberry-roulade-636x418-mini-d7be0d3c-ffa5-4e88-b27a-9f17ab8e5b0b-0-636x418.jpg,"100g plain chocolate with 60% cocoa solids; 4 medium eggs, separated; 100g caster sugar plus a little for sprinkling; 300ml double cream; 2 tbsp icing sugar; 225g raspberries; icing sugar to dust; cocoa powder to dust",Energy,1035kj,12%,Fat,19g,Saturates,11g,Sugars,15g,Salt,0.1g,15.9g,3.8g,2.2g,12,20 mins to prepare and 25 mins to cook,249.0,No,No,No,"Grease a nonstick baking paper and line a 23x33 cm Swiss roll tin. Preheat the oven to gas 4, 180°C, fan 160°C.; Melt the chocolate over a pan of gently simmering water.
WATCH: How to melt chocolate; Place the egg whites in a large grease-free bowl and using an electric whisk, whisk them until they form soft peaks. Set aside.; Place the egg yolks and sugar in a large bowl and stand it over a pan of simmering water. Whisk until the eggs are fluffy and thick enough to leave a trail when the whisk heads are lifted from the mixture. Stir in the chocolate then gently fold in the egg whites.; Pour into the prepared tin and bake for 20-25 mins or until the centre springs back when lightly touched with your finger.; Whilst the cake cooks, lay a sheet of nonstick baking paper out on the work surface and sprinkle with a little caster sugar. Tip the roulade out onto the paper, carefully peel away the lining paper, trim the edges then cover the roulade with a clean, damp tea towel. Leave to cool.; Whip the cream and icing sugar until it forms soft peaks, gently fold in half the raspberries. Spread the cream mixture over the roulade, scatter over the remaining raspberries, then starting from one of the narrow ends, carefully roll up the roulade using the paper to help. Transfer to a serving plate and dust with a mixture of icing sugar and cocoa.
WATCH: How to roll a roulade",
Raspberry recipes and dishes,Raspberry sorbet recipe,https://realfood.tesco.com/recipes/raspberry-sorbet.html,"Bright, fruity and refreshing, a simple raspberry sorbet makes the perfect summer dessert to have stashed in the freezer. This homemade version requires a little bit of time but it’s worth it to achieve a smooth sorbet that’s packed with fresh berry flavour. See method",https://realfood.tesco.com/media/images/RFO-1400x919-Sorbet-mini-1-c8b96ce5-ba21-4d98-bae5-56574b961bfd-0-1400x919.jpg,"175g granulated sugar; ½ lemon, juiced; 450g raspberries",Energy,860kj,10%,Fat,0g,Saturates,0g,Sugars,51g,Salt,0g,51.3g,1.6g,2.8g,4,"15 mins to prepare and 5 mins to cook, plus freezing",201.0,Yes,No,Yes,"Add the sugar to a pan with 250ml water. Cook gently over a medium heat for 1-2 mins or until the sugar has dissolved. Increase the heat and boil for 3 mins until slightly thickened to a syrup. Pour into a heatproof jug and stir in the lemon juice. Set aside to cool completely.; Put the raspberries in food processor and blitz briefly to a create a rough purée. Pour into a sieve placed over a large bowl and press the purée through the sieve to get as much of the juice as you can.; Pour the cooled syrup through the same sieve over the bowl – this will help push through any remaining juice. Discard the seeds.; Mix the juice and syrup together, then pour into a shallow freezer-proof container with a tight-fitting lid. Freeze for 2 hrs.; Remove from the freezer and use a fork to break up any ice crystals so that the mixture is smooth. Freeze for another 2 hrs, then break up the crystals again.; Repeat 2-3 times more every hour until the sorbet is fully set. Remove from the freezer 10-15 mins before serving to allow it to soften slightly, so that it’s easier to scoop.",
